impl,size,rep,runtime
non_interruptible,65536,0,0.0022452980010712054
non_interruptible,65536,1,0.0018600729999889154
non_interruptible,65536,2,0.0016304929995385464
non_interruptible,65536,3,0.0016184699998120777
non_interruptible,65536,4,0.0015972000001056585
non_interruptible,65536,5,0.0015947649990266655
non_interruptible,65536,6,0.0016251919987553265
non_interruptible,65536,7,0.001594935998582514
non_interruptible,65536,8,0.001595846999407513
non_interruptible,65536,9,0.0015914900031930301
non_interruptible,65536,10,0.001613620999705745
non_interruptible,65536,11,0.00159871299911174
non_interruptible,65536,12,0.0015800670007592998
non_interruptible,65536,13,0.0015780339999764692
non_interruptible,65536,14,0.0015927810018183663
non_interruptible,65536,15,0.0015920199984975625
non_interruptible,65536,16,0.0016058159999374766
non_interruptible,65536,17,0.0015782450027472805
non_interruptible,65536,18,0.0015754390005895402
non_interruptible,65536,19,0.0015923110004223417
non_interruptible,131072,0,0.004771111998707056
non_interruptible,131072,1,0.0037867419996473473
non_interruptible,131072,2,0.0035373240025364794
non_interruptible,131072,3,0.003562711997801671
non_interruptible,131072,4,0.003516215001582168
non_interruptible,131072,5,0.0035202819999540225
non_interruptible,131072,6,0.0035377450003579725
non_interruptible,131072,7,0.0035578729984990787
non_interruptible,131072,8,0.0035479639991535805
non_interruptible,131072,9,0.003537655000400264
non_interruptible,131072,10,0.003530019999743672
non_interruptible,131072,11,0.003532123999320902
non_interruptible,131072,12,0.0035211639988119714
non_interruptible,131072,13,0.003523006998875644
non_interruptible,131072,14,0.003531592999934219
non_interruptible,131072,15,0.0035420940002950374
non_interruptible,131072,16,0.0035361519985599443
non_interruptible,131072,17,0.0035419429987086914
non_interruptible,131072,18,0.003535891002684366
non_interruptible,131072,19,0.003552411999407923
non_interruptible,262144,0,0.009320336997916456
non_interruptible,262144,1,0.0074079240002902225
non_interruptible,262144,2,0.006916600999829825
non_interruptible,262144,3,0.006962898001802387
non_interruptible,262144,4,0.006954471999051748
non_interruptible,262144,5,0.00694844199824729
non_interruptible,262144,6,0.006940406001376687
non_interruptible,262144,7,0.006962417999602621
non_interruptible,262144,8,0.0069742290033900645
non_interruptible,262144,9,0.006981422997341724
non_interruptible,262144,10,0.006995007999648806
non_interruptible,262144,11,0.006992735001404071
non_interruptible,262144,12,0.006987745000515133
non_interruptible,262144,13,0.006983716997638112
non_interruptible,262144,14,0.006953339998290176
non_interruptible,262144,15,0.0069263799996406306
non_interruptible,262144,16,0.0069510460016317666
non_interruptible,262144,17,0.006945856999664102
non_interruptible,262144,18,0.006987012999161379
non_interruptible,262144,19,0.006954902997676982
non_interruptible,524288,0,0.01944812900183024
non_interruptible,524288,1,0.01667106300010346
non_interruptible,524288,2,0.01544756500152289
non_interruptible,524288,3,0.015480556998227257
non_interruptible,524288,4,0.015542533998086583
non_interruptible,524288,5,0.0155924069986213
non_interruptible,524288,6,0.01558087499870453
non_interruptible,524288,7,0.015620651000062935
non_interruptible,524288,8,0.015610811999067664
non_interruptible,524288,9,0.015618847002770053
non_interruptible,524288,10,0.01560847699875012
non_interruptible,524288,11,0.01560535200042068
non_interruptible,524288,12,0.015627543998562032
non_interruptible,524288,13,0.015605060998495901
non_interruptible,524288,14,0.01562312500027474
non_interruptible,524288,15,0.015599590999045176
non_interruptible,524288,16,0.015533637000771705
non_interruptible,524288,17,0.015497278000111692
non_interruptible,524288,18,0.015543305002211127
non_interruptible,524288,19,0.015601945997332223
non_interruptible,1048576,0,0.043464089001645334
non_interruptible,1048576,1,0.04020668999874033
non_interruptible,1048576,2,0.03869881799982977
non_interruptible,1048576,3,0.038676596002915176
non_interruptible,1048576,4,0.041359154998644954
non_interruptible,1048576,5,0.040846132000297075
non_interruptible,1048576,6,0.038764602002629545
non_interruptible,1048576,7,0.03865544599830173
non_interruptible,1048576,8,0.039155084999947576
non_interruptible,1048576,9,0.03871635099858395
non_interruptible,1048576,10,0.03865071700056433
non_interruptible,1048576,11,0.03868968000097084
non_interruptible,1048576,12,0.03908155699900817
non_interruptible,1048576,13,0.03902293699866277
non_interruptible,1048576,14,0.038930943999730516
non_interruptible,1048576,15,0.03901089500141097
non_interruptible,1048576,16,0.038953306000621524
non_interruptible,1048576,17,0.038996195999061456
non_interruptible,1048576,18,0.038985627001238754
non_interruptible,1048576,19,0.03896870499738725
non_interruptible,2097152,0,0.13628200799939805
non_interruptible,2097152,1,0.13177756699951715
non_interruptible,2097152,2,0.13012056600200594
non_interruptible,2097152,3,0.12989938000100665
non_interruptible,2097152,4,0.13002856300226995
non_interruptible,2097152,5,0.13001759199687513
non_interruptible,2097152,6,0.13012507400344475
non_interruptible,2097152,7,0.13010518699957174
non_interruptible,2097152,8,0.12855597599991597
non_interruptible,2097152,9,0.12916799600134254
non_interruptible,2097152,10,0.12862849299926893
non_interruptible,2097152,11,0.12838751100207446
non_interruptible,2097152,12,0.12848401200244552
non_interruptible,2097152,13,0.12851270499959355
non_interruptible,2097152,14,0.12855385299917543
non_interruptible,2097152,15,0.12845286299852887
non_interruptible,2097152,16,0.1285402379980951
non_interruptible,2097152,17,0.1285352779996174
non_interruptible,2097152,18,0.128555936000339
non_interruptible,2097152,19,0.1284281859989278
non_interruptible,4194304,0,0.3289263819970074
non_interruptible,4194304,1,0.33157172099890886
non_interruptible,4194304,2,0.3278159069996036
non_interruptible,4194304,3,0.3324633160009398
non_interruptible,4194304,4,0.3249471380004252
non_interruptible,4194304,5,0.33356732899846975
non_interruptible,4194304,6,0.32738743200025056
non_interruptible,4194304,7,0.32738935599991237
non_interruptible,4194304,8,0.32521015299789724
non_interruptible,4194304,9,0.32836577000125544
non_interruptible,4194304,10,0.3283265060017584
non_interruptible,4194304,11,0.3281157899982645
non_interruptible,4194304,12,0.325411220001115
non_interruptible,4194304,13,0.32922814000266953
non_interruptible,4194304,14,0.32805084800202167
non_interruptible,4194304,15,0.3274690449979971
non_interruptible,4194304,16,0.32496556300247903
non_interruptible,4194304,17,0.33200224000029266
non_interruptible,4194304,18,0.3288268159994914
non_interruptible,4194304,19,0.33151877199998125
non_interruptible,8388608,0,1.1153741880007146
non_interruptible,8388608,1,1.1038988440013782
non_interruptible,8388608,2,1.107982453002478
non_interruptible,8388608,3,1.1074675660020148
non_interruptible,8388608,4,1.1083601329992234
non_interruptible,8388608,5,1.1068976969982032
non_interruptible,8388608,6,1.1130041760006861
non_interruptible,8388608,7,1.1247007460005989
non_interruptible,8388608,8,1.1230588420003187
non_interruptible,8388608,9,1.126759893999406
non_interruptible,8388608,10,1.1233287089999067
non_interruptible,8388608,11,1.1238735129991255
non_interruptible,8388608,12,1.1238654869994207
non_interruptible,8388608,13,1.126860783999291
non_interruptible,8388608,14,1.1232160180006758
non_interruptible,8388608,15,1.1249086569987412
non_interruptible,8388608,16,1.122941871999501
non_interruptible,8388608,17,1.1301885030006815
non_interruptible,8388608,18,1.1247865369987267
non_interruptible,8388608,19,1.1257088000020303
simple_interruptible,65536,0,0.005524726999283303
simple_interruptible,65536,1,0.0054204810003284365
simple_interruptible,65536,2,0.0054593739987467416
simple_interruptible,65536,3,0.005448935000458732
simple_interruptible,65536,4,0.005446651000966085
simple_interruptible,65536,5,0.005405133000749629
simple_interruptible,65536,6,0.005411594996985514
simple_interruptible,65536,7,0.005399562000093283
simple_interruptible,65536,8,0.0054057640008977614
simple_interruptible,65536,9,0.005478099999891128
simple_interruptible,65536,10,0.005410903002484702
simple_interruptible,65536,11,0.005366249999497086
simple_interruptible,65536,12,0.005430379998870194
simple_interruptible,65536,13,0.005414169001596747
simple_interruptible,65536,14,0.005418017000920372
simple_interruptible,65536,15,0.005453433001093799
simple_interruptible,65536,16,0.005389061996538658
simple_interruptible,65536,17,0.005380796999816084
simple_interruptible,65536,18,0.005479050996655133
simple_interruptible,65536,19,0.005420470999524696
simple_interruptible,131072,0,0.019062455001403578
simple_interruptible,131072,1,0.019056103003094904
simple_interruptible,131072,2,0.018989567997778067
simple_interruptible,131072,3,0.019029904000490205
simple_interruptible,131072,4,0.01900917499733623
simple_interruptible,131072,5,0.018997802999365376
simple_interruptible,131072,6,0.019053177999012405
simple_interruptible,131072,7,0.01914848700107541
simple_interruptible,131072,8,0.018982154000696028
simple_interruptible,131072,9,0.018977895997522864
simple_interruptible,131072,10,0.019042366999201477
simple_interruptible,131072,11,0.01905795600032434
simple_interruptible,131072,12,0.01907792400015751
simple_interruptible,131072,13,0.019010638003237545
simple_interruptible,131072,14,0.019017250000615604
simple_interruptible,131072,15,0.01896573300109594
simple_interruptible,131072,16,0.01904009300051257
simple_interruptible,131072,17,0.019052465999266133
simple_interruptible,131072,18,0.019091138998192037
simple_interruptible,131072,19,0.018993364999914775
simple_interruptible,262144,0,0.023008816999208648
simple_interruptible,262144,1,0.023022422999929404
simple_interruptible,262144,2,0.02303561799999443
simple_interruptible,262144,3,0.023073739997926168
simple_interruptible,262144,4,0.02314905100138276
simple_interruptible,262144,5,0.023050635998515645
simple_interruptible,262144,6,0.022954655996727524
simple_interruptible,262144,7,0.023053962002450135
simple_interruptible,262144,8,0.023017313000309514
simple_interruptible,262144,9,0.023061797000991646
simple_interruptible,262144,10,0.023059241997543722
simple_interruptible,262144,11,0.022977798998908838
simple_interruptible,262144,12,0.023090071001206525
simple_interruptible,262144,13,0.023139072000049055
simple_interruptible,262144,14,0.02307549199758796
simple_interruptible,262144,15,0.02303383400067105
simple_interruptible,262144,16,0.023067227000865387
simple_interruptible,262144,17,0.023058070000843145
simple_interruptible,262144,18,0.022991415000433335
simple_interruptible,262144,19,0.023003858001175104
simple_interruptible,524288,0,0.07887458099867217
simple_interruptible,524288,1,0.07887700400169706
simple_interruptible,524288,2,0.07884870100315311
simple_interruptible,524288,3,0.0789930020000611
simple_interruptible,524288,4,0.07907720000002882
simple_interruptible,524288,5,0.0789109780016588
simple_interruptible,524288,6,0.07884728900171467
simple_interruptible,524288,7,0.07877623599779326
simple_interruptible,524288,8,0.07889825500024017
simple_interruptible,524288,9,0.07881391699993401
simple_interruptible,524288,10,0.07888032000118983
simple_interruptible,524288,11,0.07869940100135864
simple_interruptible,524288,12,0.07888338699922315
simple_interruptible,524288,13,0.07886513300036313
simple_interruptible,524288,14,0.07858951399975922
simple_interruptible,524288,15,0.0785908069992729
simple_interruptible,524288,16,0.07863384799929918
simple_interruptible,524288,17,0.07864579099987168
simple_interruptible,524288,18,0.07867055700262426
simple_interruptible,524288,19,0.0788701920027961
simple_interruptible,1048576,0,0.10187237699938123
simple_interruptible,1048576,1,0.09968515899890917
simple_interruptible,1048576,2,0.09963889199934783
simple_interruptible,1048576,3,0.09983959899909678
simple_interruptible,1048576,4,0.09982698500243714
simple_interruptible,1048576,5,0.09949320799933048
simple_interruptible,1048576,6,0.0998188499979733
simple_interruptible,1048576,7,0.0995961709995754
simple_interruptible,1048576,8,0.09964658600074472
simple_interruptible,1048576,9,0.09966836700186832
simple_interruptible,1048576,10,0.09967471900017699
simple_interruptible,1048576,11,0.09981414200228755
simple_interruptible,1048576,12,0.09966392899877974
simple_interruptible,1048576,13,0.09958602300321218
simple_interruptible,1048576,14,0.09962998499759124
simple_interruptible,1048576,15,0.09969238199846586
simple_interruptible,1048576,16,0.09956708699974115
simple_interruptible,1048576,17,0.09957308799857856
simple_interruptible,1048576,18,0.0996745890006423
simple_interruptible,1048576,19,0.0998467419994995
simple_interruptible,2097152,0,0.4147348959995725
simple_interruptible,2097152,1,0.40669723900282406
simple_interruptible,2097152,2,0.405092404998868
simple_interruptible,2097152,3,0.4061418759993103
simple_interruptible,2097152,4,0.4054640329995891
simple_interruptible,2097152,5,0.40506914100114955
simple_interruptible,2097152,6,0.40621520400236477
simple_interruptible,2097152,7,0.4060252470007981
simple_interruptible,2097152,8,0.40529095899910317
simple_interruptible,2097152,9,0.40693337300035637
simple_interruptible,2097152,10,0.4051505850002286
simple_interruptible,2097152,11,0.4056434710000758
simple_interruptible,2097152,12,0.4047572259987646
simple_interruptible,2097152,13,0.4034051559974614
simple_interruptible,2097152,14,0.4042832350023673
simple_interruptible,2097152,15,0.40490767799929017
simple_interruptible,2097152,16,0.40529094800149323
simple_interruptible,2097152,17,0.4042669650007156
simple_interruptible,2097152,18,0.40385755600073026
simple_interruptible,2097152,19,0.4038222989984206
simple_interruptible,4194304,0,0.6419019850000041
simple_interruptible,4194304,1,0.6376234380004462
simple_interruptible,4194304,2,0.6378813429982984
simple_interruptible,4194304,3,0.6369557939979131
simple_interruptible,4194304,4,0.6380629140003293
simple_interruptible,4194304,5,0.6370961080028792
simple_interruptible,4194304,6,0.6375807280019217
simple_interruptible,4194304,7,0.6368239160001394
simple_interruptible,4194304,8,0.6380066880010418
simple_interruptible,4194304,9,0.6395011060012621
simple_interruptible,4194304,10,0.637060480999935
simple_interruptible,4194304,11,0.6366201439996075
simple_interruptible,4194304,12,0.6376946620002855
simple_interruptible,4194304,13,0.6364178940020793
simple_interruptible,4194304,14,0.637577692999912
simple_interruptible,4194304,15,0.6373150690014882
simple_interruptible,4194304,16,0.6373074240000278
simple_interruptible,4194304,17,0.6367206329996407
simple_interruptible,4194304,18,0.63762193599905
simple_interruptible,4194304,19,0.6377666979969945
simple_interruptible,8388608,0,2.2687218409992056
simple_interruptible,8388608,1,2.2618899490007607
simple_interruptible,8388608,2,2.2592921300019952
simple_interruptible,8388608,3,2.263126481000654
simple_interruptible,8388608,4,2.2580247490004695
simple_interruptible,8388608,5,2.259722367001814
simple_interruptible,8388608,6,2.259424867999769
simple_interruptible,8388608,7,2.261440574999142
simple_interruptible,8388608,8,2.2548196589996223
simple_interruptible,8388608,9,2.2603044409988797
simple_interruptible,8388608,10,2.2577037359988026
simple_interruptible,8388608,11,2.2604341140031465
simple_interruptible,8388608,12,2.257861211997806
simple_interruptible,8388608,13,2.2617930170017644
simple_interruptible,8388608,14,2.253917244001059
simple_interruptible,8388608,15,2.2611921780007833
simple_interruptible,8388608,16,2.2583134209999116
simple_interruptible,8388608,17,2.2632384009993984
simple_interruptible,8388608,18,2.259750911001902
simple_interruptible,8388608,19,2.262195913001051
timed_interruptible,65536,0,0.002678511002159212
timed_interruptible,65536,1,0.0026634329988155514
timed_interruptible,65536,2,0.002658183002495207
timed_interruptible,65536,3,0.002643734998855507
timed_interruptible,65536,4,0.002648685000167461
timed_interruptible,65536,5,0.002648505000252044
timed_interruptible,65536,6,0.002644918000441976
timed_interruptible,65536,7,0.002652422001119703
timed_interruptible,65536,8,0.002658915000210982
timed_interruptible,65536,9,0.0026529730021138676
timed_interruptible,65536,10,0.0026451580015418585
timed_interruptible,65536,11,0.0026360519987065345
timed_interruptible,65536,12,0.002637253001012141
timed_interruptible,65536,13,0.002636983001139015
timed_interruptible,65536,14,0.002650137997989077
timed_interruptible,65536,15,0.0026396679968456738
timed_interruptible,65536,16,0.002639809001266258
timed_interruptible,65536,17,0.002647543002240127
timed_interruptible,65536,18,0.0026522519983700477
timed_interruptible,65536,19,0.0026457499989192
timed_interruptible,131072,0,0.007507580998208141
timed_interruptible,131072,1,0.00749301399991964
timed_interruptible,131072,2,0.007534371998190181
timed_interruptible,131072,3,0.007525846001954051
timed_interruptible,131072,4,0.007498062997910893
timed_interruptible,131072,5,0.007498153998312773
timed_interruptible,131072,6,0.0074679780009319074
timed_interruptible,131072,7,0.007503924000047846
timed_interruptible,131072,8,0.007508563001465518
timed_interruptible,131072,9,0.00749091000034241
timed_interruptible,131072,10,0.007469379997928627
timed_interruptible,131072,11,0.00751098800174077
timed_interruptible,131072,12,0.007485679998353589
timed_interruptible,131072,13,0.007497622002119897
timed_interruptible,131072,14,0.007507842001359677
timed_interruptible,131072,15,0.007513642001867993
timed_interruptible,131072,16,0.007538699999713572
timed_interruptible,131072,17,0.007539782000094419
timed_interruptible,131072,18,0.007530856000812491
timed_interruptible,131072,19,0.0075074010019307025
timed_interruptible,262144,0,0.012188043001515325
timed_interruptible,262144,1,0.012163747000158764
timed_interruptible,262144,2,0.012155741998867597
timed_interruptible,262144,3,0.012156633998529287
timed_interruptible,262144,4,0.012144751999585424
timed_interruptible,262144,5,0.012160049998783506
timed_interruptible,262144,6,0.012137757999880705
timed_interruptible,262144,7,0.012159248999523697
timed_interruptible,262144,8,0.012130213999625994
timed_interruptible,262144,9,0.012136255001678364
timed_interruptible,262144,10,0.012149730999226449
timed_interruptible,262144,11,0.012157204997492954
timed_interruptible,262144,12,0.012149370002589421
timed_interruptible,262144,13,0.012153146999480668
timed_interruptible,262144,14,0.012141515999246622
timed_interruptible,262144,15,0.012136265999288298
timed_interruptible,262144,16,0.012159449001046596
timed_interruptible,262144,17,0.012155430998973316
timed_interruptible,262144,18,0.012139891998231178
timed_interruptible,262144,19,0.012153898998803925
timed_interruptible,524288,0,0.034278134000487626
timed_interruptible,524288,1,0.03302824700222118
timed_interruptible,524288,2,0.03302743599851965
timed_interruptible,524288,3,0.03299106799750007
timed_interruptible,524288,4,0.03296730299916817
timed_interruptible,524288,5,0.03296451700225589
timed_interruptible,524288,6,0.032949319000181276
timed_interruptible,524288,7,0.032995576002576854
timed_interruptible,524288,8,0.03300488300010329
timed_interruptible,524288,9,0.033012567000696436
timed_interruptible,524288,10,0.033080284996685805
timed_interruptible,524288,11,0.033057501997973304
timed_interruptible,524288,12,0.03302374900158611
timed_interruptible,524288,13,0.033013358999596676
timed_interruptible,524288,14,0.032973795001453254
timed_interruptible,524288,15,0.03297655999995186
timed_interruptible,524288,16,0.0329924099969503
timed_interruptible,524288,17,0.03297374400062836
timed_interruptible,524288,18,0.03298475600240636
timed_interruptible,524288,19,0.03301129499959643
timed_interruptible,1048576,0,0.0572084650011675
timed_interruptible,1048576,1,0.05482973600010155
timed_interruptible,1048576,2,0.054920217000471894
timed_interruptible,1048576,3,0.05493987400041078
timed_interruptible,1048576,4,0.055101426998589886
timed_interruptible,1048576,5,0.054907682999328244
timed_interruptible,1048576,6,0.05473558999801753
timed_interruptible,1048576,7,0.054683241000020644
timed_interruptible,1048576,8,0.05509241999970982
timed_interruptible,1048576,9,0.05487329900279292
timed_interruptible,1048576,10,0.05480874700151617
timed_interruptible,1048576,11,0.05487202599761076
timed_interruptible,1048576,12,0.05479288700007601
timed_interruptible,1048576,13,0.05472255600034259
timed_interruptible,1048576,14,0.05477731799692265
timed_interruptible,1048576,15,0.054756910001742654
timed_interruptible,1048576,16,0.05504705400016974
timed_interruptible,1048576,17,0.05490022899903124
timed_interruptible,1048576,18,0.054773079998994945
timed_interruptible,1048576,19,0.05494346999694244
timed_interruptible,2097152,0,0.24336335000043618
timed_interruptible,2097152,1,0.23318517200095812
timed_interruptible,2097152,2,0.23340702899804455
timed_interruptible,2097152,3,0.2362416830001166
timed_interruptible,2097152,4,0.23461445700013428
timed_interruptible,2097152,5,0.2332156889970065
timed_interruptible,2097152,6,0.2335270830008085
timed_interruptible,2097152,7,0.23310803700223914
timed_interruptible,2097152,8,0.2338577049995365
timed_interruptible,2097152,9,0.23455062700304552
timed_interruptible,2097152,10,0.23324455300098634
timed_interruptible,2097152,11,0.2330285179996281
timed_interruptible,2097152,12,0.23685848099921714
timed_interruptible,2097152,13,0.23471296199932112
timed_interruptible,2097152,14,0.2336172940013057
timed_interruptible,2097152,15,0.23333431200080668
timed_interruptible,2097152,16,0.2333833839984436
timed_interruptible,2097152,17,0.2332000499991409
timed_interruptible,2097152,18,0.23328784499972244
timed_interruptible,2097152,19,0.23323290099870064
timed_interruptible,4194304,0,0.48843303399917204
timed_interruptible,4194304,1,0.4832777810006519
timed_interruptible,4194304,2,0.48346836900236667
timed_interruptible,4194304,3,0.4860835209983634
timed_interruptible,4194304,4,0.4842922860007093
timed_interruptible,4194304,5,0.48337912100032554
timed_interruptible,4194304,6,0.4840062590010348
timed_interruptible,4194304,7,0.4835397630013176
timed_interruptible,4194304,8,0.484907332000148
timed_interruptible,4194304,9,0.4834160199970938
timed_interruptible,4194304,10,0.4839199570014898
timed_interruptible,4194304,11,0.4841426459970535
timed_interruptible,4194304,12,0.4835715929984872
timed_interruptible,4194304,13,0.48331835699718795
timed_interruptible,4194304,14,0.48421496100127115
timed_interruptible,4194304,15,0.48431796400109306
timed_interruptible,4194304,16,0.48425084900009097
timed_interruptible,4194304,17,0.4842487239984621
timed_interruptible,4194304,18,0.4837554980003915
timed_interruptible,4194304,19,0.48349556000175653
timed_interruptible,8388608,0,1.5770580690004863
timed_interruptible,8388608,1,1.5714399159987806
timed_interruptible,8388608,2,1.5689039029966807
timed_interruptible,8388608,3,1.572060352002154
timed_interruptible,8388608,4,1.569342055998277
timed_interruptible,8388608,5,1.5708630029985216
timed_interruptible,8388608,6,1.5743326900010288
timed_interruptible,8388608,7,1.5708515710030042
timed_interruptible,8388608,8,1.5690630819990474
timed_interruptible,8388608,9,1.5729112600020017
timed_interruptible,8388608,10,1.5681918059999589
timed_interruptible,8388608,11,1.5719144179965951
timed_interruptible,8388608,12,1.5578990319991135
timed_interruptible,8388608,13,1.5425143360007496
timed_interruptible,8388608,14,1.5420543820000603
timed_interruptible,8388608,15,1.5705731279995234
timed_interruptible,8388608,16,1.5680454209978052
timed_interruptible,8388608,17,1.566786535000574
timed_interruptible,8388608,18,1.5703396099997917
timed_interruptible,8388608,19,1.5674960979995376
